Wall time,Step,Value
1748099566.4947565,18,42.918270111083984
1748099608.7465024,42,61.80288314819336
1748099613.855978,45,67.37019348144531
1748099634.0104105,56,72.03365325927734
1748099662.406574,71,70.30288696289062
1748099667.911527,74,77.05769348144531
1748099704.6841075,94,76.23558044433594
1748099818.9345586,155,75.08654022216797
1748099824.4542196,158,78.81730651855469
1748099841.0204017,167,78.40865325927734
1748099957.0398319,229,75.16345977783203
1748099966.239614,234,80.01923370361328
1748100005.883244,255,79.79326629638672
1748100015.0453584,260,78.90384674072266
1748100027.8853436,267,78.95673370361328
1748100038.909755,273,81.17308044433594
1748100104.1949658,308,78.66345977783203
1748100107.8587022,310,81.19230651855469
1748100123.607317,318,78.30769348144531
1748100188.0702312,347,80.29326629638672
1748100234.7495112,367,76.31730651855469
1748100353.8142567,421,84.37019348144531
1748100355.7187529,422,81.61058044433594
1748100392.3895743,442,75.39904022216797
1748100426.4793427,460,82.38461303710938
1748100431.9703069,463,83.72115325927734
1748100433.803716,464,80.95673370361328
1748100452.1392524,474,80.40384674072266
1748100568.2640414,536,83.13941955566406
1748100618.9687839,563,86.56730651855469
1748100648.5211077,579,83.97115325927734
1748100661.424293,586,83.37980651855469
1748100663.2641587,587,86.62019348144531
1748100725.3601172,620,83.60576629638672
1748100752.1127834,634,81.86058044433594
1748100766.8260694,642,83.62980651855469
1748100776.024756,647,77.98076629638672
1748100779.6952507,649,80.90865325927734
1748100801.7300954,661,84.70191955566406
1748100821.4924405,671,83.43269348144531
1748100902.2712736,714,85.36538696289062
1748100917.0572906,722,83.56730651855469
1748100931.95963,730,82.99519348144531
1748100981.359263,756,83.37980651855469
1748100998.3317206,765,83.94711303710938
1748101005.758309,769,85.74555969238281
1748101010.4879107,771,83.13941955566406
1748101036.4464564,785,86.3125
1748101040.078454,787,81.77884674072266
1748101049.4507551,792,79.66826629638672
1748101053.1425357,794,83.05769348144531
1748101067.991838,802,82.22595977783203
1748101080.1864955,808,82.07211303710938
1748101082.0512774,809,83.10576629638672
1748101132.2602158,836,84.17788696289062
1748101266.3305976,907,83.74519348144531
1748101270.0864582,909,86.56804656982422
1748101332.411669,942,84.83654022216797
1748101339.1254368,945,78.83654022216797
1748101370.5631332,962,80.70673370361328
1748101387.0769544,971,80.24519348144531
1748101388.9063132,972,85.85095977783203
1748101399.8949518,978,87.70673370361328
1748101401.7271476,979,79.79881286621094
1748101411.9237554,984,85.0
1748101444.943251,1002,87.36058044433594
1748101450.4418662,1005,83.58654022216797
1748101466.909712,1014,88.15975952148438
1748101558.9838686,1063,86.875
1748101564.4667263,1066,81.87980651855469
1748101575.437408,1072,86.94230651855469
1748101586.4039254,1078,84.37019348144531
1748101595.605521,1083,87.75
1748101615.02272,1093,85.85576629638672
1748101626.0337923,1099,85.03845977783203
1748101635.2089596,1104,85.03845977783203
1748101732.710217,1156,85.38461303710938
1748101741.8899415,1161,84.80769348144531
1748101743.71223,1162,85.57691955566406
1748101776.8022563,1180,84.05769348144531
1748101801.6766484,1193,81.47595977783203
1748101825.5403724,1206,85.51441955566406
1748101896.3587193,1244,84.80288696289062
1748101928.5673466,1261,87.25
1748101965.3028836,1281,86.39904022216797
1748101989.2266757,1294,84.6272201538086
1748102030.5760598,1316,82.53365325927734
1748102036.0447314,1319,88.00961303710938
1748102057.2743745,1330,81.62019348144531
1748102062.7633176,1333,84.37980651855469
1748102070.181542,1337,84.93269348144531
1748102159.2248967,1385,86.44230651855469
1748102170.2198231,1391,88.39904022216797
1748102172.051722,1392,85.30769348144531
1748102213.4275224,1414,85.30288696289062
1748102235.4212854,1426,83.54326629638672
1748102254.820218,1436,84.12980651855469
1748102309.8714416,1466,84.04808044433594
1748102331.117088,1477,84.33654022216797
1748102345.8047543,1485,85.94711303710938
1748102356.7928617,1491,85.53845977783203
1748102416.5901318,1523,84.20191955566406
1748102423.9222221,1527,87.17308044433594
1748102470.8852615,1552,85.3125
1748102500.2342532,1568,86.37980651855469
1748102502.0635931,1569,86.70191955566406
1748102530.6636856,1584,86.16345977783203
1748102537.9503253,1588,80.67308044433594
1748102569.16524,1605,88.28365325927734
1748102634.4718459,1640,87.13941955566406
1748102650.1901925,1648,83.50961303710938
1748102686.8927264,1668,86.10095977783203
