Wall time,Step,Value
1747994957.5187457,5,2.97298264503479
1747994959.6485872,18,2.8936758041381836
1747994960.698048,24,2.8850531578063965
1747994963.6355171,40,2.7870805263519287
1747994963.973257,42,2.57283353805542
1747994964.3009427,44,2.56201434135437
1747994964.4593642,45,2.556039571762085
1747994964.8014455,47,2.670031785964966
1747994965.8327982,53,2.3766818046569824
1747994966.3450491,56,2.2432758808135986
1747994967.8733418,65,2.531419038772583
1747994968.898844,71,2.16983962059021
1747994969.2298121,73,2.1994805335998535
1747994969.3971531,74,2.3225364685058594
1747994970.2413378,79,1.9854936599731445
1747994971.576794,87,2.0717153549194336
1747994972.7541015,94,1.9145251512527466
1747994974.0776167,102,1.874696969985962
1747994974.5830984,105,1.7505491971969604
1747994974.7524223,106,1.7234257459640503
1747994975.945883,113,1.8350433111190796
1747994976.7666435,118,1.7670903205871582
1747994978.0974057,126,1.5274070501327515
1747994978.7807047,130,1.6602720022201538
1747994980.301995,139,1.6619594097137451
1747994982.0948699,150,1.5771567821502686
1747994982.907266,155,1.6555216312408447
1747994983.4410744,158,1.4186956882476807
1747994984.9727523,167,1.2897043228149414
1747994985.1484096,168,1.31937575340271
1747994986.8359964,178,1.263351321220398
1747994987.6870492,183,1.3204787969589233
1747994988.0118325,185,1.2010034322738647
1747994988.17884,186,1.4609984159469604
1747994988.8290179,190,1.3091073036193848
1747994990.1265552,198,1.0516750812530518
1747994991.3770003,206,1.2368663549423218
1747994991.5282676,207,1.2004144191741943
1747994992.319243,212,1.2099738121032715
1747994994.0864234,223,1.1549516916275024
1747994995.231906,229,1.3351978063583374
1747994997.2394247,234,1.036776065826416
1747994997.753279,237,1.0367064476013184
1747994999.889141,249,1.104258418083191
1747995000.8861501,255,0.8939768075942993
1747995001.6976118,260,1.2083672285079956
1747995002.1917572,263,1.0620927810668945
1747995002.8764262,267,0.9623264670372009
1747995003.5630255,271,0.9163463711738586
1747995003.8881,273,1.2482500076293945
1747995007.194551,292,1.0961812734603882
1747995008.0201497,297,0.9847741723060608
1747995008.174798,298,0.9518513679504395
1747995008.9783447,303,0.7969934940338135
1747995009.7902808,308,1.0831365585327148
1747995010.1048708,310,1.0546658039093018
1747995011.4182436,318,1.211714506149292
1747995011.6002524,319,0.955702006816864
1747995012.7578785,326,0.9520172476768494
1747995012.924708,327,0.9460997581481934
1747995013.4200559,330,1.012058973312378
1747995014.9318454,339,0.9285367727279663
1747995016.2353537,347,0.9634684920310974
1747995018.862954,363,0.9369376301765442
1747995019.5355158,367,0.8969479203224182
1747995020.5025856,373,0.8767022490501404
1747995021.1420796,377,0.9663416743278503
1747995021.4716651,379,0.7772684097290039
1747995023.4334784,391,0.9760926365852356
1747995023.5994616,392,0.5968776345252991
1747995026.2453437,408,0.9055668711662292
1747995028.384806,421,0.839245617389679
