Wall time,Step,Value
1747845761.0552118,42,1.0963919162750244
1747845768.3139868,45,1.144715666770935
1747845829.5964882,71,1.3327492475509644
1747845883.2804925,94,0.8659721612930298
1747846054.7729833,167,1.2491686344146729
1747846198.8899875,229,1.1254725456237793
1747846210.5173523,234,1.0327705144882202
1747846259.4760303,255,1.137596607208252
1747846301.6576786,273,0.9281656742095947
1747846384.4562838,308,0.9780070781707764
1747846389.0679452,310,0.879509687423706
1747846407.758452,318,0.9525315165519714
1747846711.9165463,474,0.752208948135376
1747846797.6217437,536,0.9797343611717224
1747846857.6705692,579,1.1552801132202148
1747846867.3058589,586,1.2996103763580322
1747846933.454503,634,1.0927451848983765
1747846951.4779274,647,0.7683358788490295
1747847045.1666434,714,1.0757901668548584
1747847056.3021271,722,1.1729958057403564
1747847143.2478056,785,0.9137380123138428
1747847166.7069702,802,0.8889332413673401
1747847174.9410667,808,0.76442551612854
1747847213.494108,836,0.8481550216674805
1747847401.037965,971,1.3651138544082642
1747847461.1340415,1014,0.6493802666664124
1747847532.5441988,1066,0.8449425101280212
1747847584.9385638,1104,0.8751204609870911
1747847691.0713565,1180,0.7103418707847595
1747847803.5435088,1261,1.0406482219696045
1747847878.98057,1316,0.7583284378051758
1747847883.1405573,1319,0.878386914730072
1747847902.3590643,1333,0.6345749497413635
1747847907.8495414,1337,0.6122713088989258
1747847973.8915737,1385,0.545066773891449
1747847983.5578394,1392,1.0761387348175049
1747848045.3818047,1436,0.834319531917572
1747848087.3372538,1466,0.654777467250824
1747848166.0571098,1523,0.83739173412323
1747848206.8744755,1552,0.5439165234565735
1747848251.000171,1584,0.737985372543335
1747848399.9745946,1691,0.7978188991546631
1747848459.4191616,1734,0.9848545789718628
1747848463.5718696,1737,0.8940144181251526
1747848611.5881546,1844,0.8799940943717957
1747848641.747821,1866,0.6767778992652893
1747848656.8457613,1877,0.685153603553772
1747848711.824265,1917,0.7125002145767212
1747848753.2557812,1947,0.6132858395576477
1747848877.9503922,2036,0.9450100660324097
1747848961.038645,2096,0.6320602297782898
1747849087.3299282,2187,0.5768658518791199
1747849103.8583457,2199,0.8386695384979248
1747849148.8175278,2231,0.7478617429733276
1747849192.1920447,2262,0.6642870306968689
1747849254.4531753,2307,1.0670925378799438
1747849367.9292073,2389,0.6543638110160828
1747849432.4125032,2436,0.9250652194023132
1747849455.3213198,2453,0.9263875484466553
1747849457.985944,2455,0.9333545565605164
1747849464.7975624,2460,0.5711551904678345
